,smiles_huckel_DFT_xyz
50949,CC(C)P1(c2cccc3c2O2->[RhH+2]<-1(<-[Cl-])(<-[Cl-])<-P(c1cccc(c12)C3(C)C)(C(C)C)C(C)C)C(C)C
50950,CC(C)P1(c2cccc3c2O2->[Rh+3]<-1(<-[Cl-])(<-[Cl-])(<-[CH2-]Cl)<-P(c1cccc(c12)C3(C)C)(C(C)C)C(C)C)C(C)C
50951,CCCCO[C-](=O)->[Co+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(c1ccccc1)(c1ccccc1)c1ccccc1
50952,Cc1ccc2cccc(NC(=[N-]->[Ti+4]3456(<-[Cl-])(<-[Cl-])<-c7c->3c->4[c-]->5(C)c->67)N(C)C)c2n1
50953,Cc1ncc(CO)c2C=N3N=C([O-]->[V+5]<-3(<-[O-2])(<-[O-2])<-[O-]c12)C(N)=O
50955,CC(C)(C)P1(CC2CCCC3CP4(C(C)(C)C)->[Ir+]<-15(<-[c-]1ccccc1)<-C(=C->523)C4(C)C)C(C)(C)C
50956,CC(C)(C)P1(CC2CCCC3CP4(C(C)(C)C)->[Ir+]<-15(<-[Cl-])<-C(=C->523)C4(C)C)C(C)(C)C
50957,C[O-]->[V+5]12(<-[O-2])<-[O-]c3ccccc3C=N->1C1C(OCc3ccccc3)OC3COC(c4ccccc4)OC3C1[O-]->2
50958,CCN1(CC)[O-]->[W+6]<-12(<-[O-2])(<-[O-2])<-[O-]N->2(CC)CC
50959,CCc1nn2[Si](C)(C)n3nc(CC)c(C)p3->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-p2c1C
50960,CCc1nn2[Si](C)(C)n3nc(CC)c(C)p3->[Mo](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-p2c1C
50961,CCc1c(C)p[nH]n1->[Ni+2](<-[Br-])(<-[Br-])<-n1[nH]pc(C)c1CC
50962,CCc1nn2[Si](C)(C)n3nc(CC)c(C)p3->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-p2c1C
50965,CC(C)(C)N1(C)c2c(P(c3ccccc3)(c3ccccc3)->[Pd+2]<-1(<-[Cl-])<-[Cl-])ccc1ccccc21
50969,Cc12->[Zr+2]3456(<-[Cl-])(<-[Cl-])(<-c(c->3c->41)c->5c->62)(<-P(C)(C)C)<-P(C)(C)C
50972,CC1=O->[Rh+]234(<-[O-]c5ccccc51)<-C1=C->2CCC->3=C->4CC1
50975,[Cl-]->[Ru+2]12(<-[Cl-])(<-S3CCS->1CCS->2CC3)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
50976,Cc12->[Fe+2]345(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c1(C)c->3(C)[c-]->4(C)c->52C
50977,CCC(C)C1C(=O)[O-]->[V+5]2(<-[O-2])(<-[O-2])<-[O-]c3ccccc3C=N->21
50978,CCC(C)C1C(=O)[O-]->[V+5]2(<-[O-2])(<-[O-2])<-[O-]c3ccccc3C=N->21
50979,C1C[NH+]2CCN1CC2.[I-]->[Cd+2](<-[I-])<-[I-]
50980,C[O-]->[V+5]12(<-[O-2])<-[O-]C(=CC(C)=N->1N=C([O-]->2)c1ccc([N+](=O)[O-])cc1)c1ccccc1
50981,CCN(CC)c1ccc2C=N3c4ccc([N+](=O)[O-])cc4[O-]->[Mo+6]<-3(<-[O-2])(<-[O-2])(<-O=S(C)C)<-[O-]c2c1
50982,CS(=O)(=O)N1C2c3ccccc3C1C1->[Fe](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C=12
50983,[O+]#[C-]->[Fe]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C2=C->1C1c3ccccc3C2N1c1ccc(Cl)cc1
50985,CCOC12[O-]->[W+2]<-1(<-[C-]#[O+])(<-[N-]=O)(<-C=2=Cc1ccccc1)(<-P(C)(C)C)<-P(C)(C)C
50986,CC(C)(C)OC(=O)[C-]1=CC(OC(C)(C)C)=O->[W+2]<-1(<-[C-]#[O+])(<-[N-]=O)(<-P(C)(C)C)<-P(C)(C)C
50987,CC(C)(C)OC(=O)[C-]1=CC(OC(C)(C)C)=O->[W+2]<-1(<-[C-]#[O+])(<-[N-]=O)(<-P(C)(C)C)<-P(C)(C)C
50988,O=C(NC(=S)Nc1ccccc1)c1ccccc1.O=C(NC(Nc1ccccc1)=S->[Hg+2](<-[Cl-])<-[Cl-])c1ccccc1
50990,[Cl-]->[Au+]<-P(c1ccccc1)(c1ccccc1)c1ccccc1CNc1ccccc1
50991,[O+]#[C-]->[Cr]12345(<-[C-]#[O+])(<-[C-]#[O+])<-c6c->1c->21c2ccccc2c->31c->41c2ccccc2c->561
50992,[Cl-]->[Au+]<-P(c1ccccc1)(c1ccccc1)c1ccccc1C[NH2+]c1ccccc1
50993,CC1C=C([O-]->[Fe+2]23(<-[O-]C(=CC(C)=N->2CCN->3=1)C(F)(F)F)(<-n1ccccc1)<-n1ccccc1)C(F)(F)F
50994,CC1C=C([O-]->[Fe+2]234<-[O-]C(=CC(C)=N->2CCc2cccc(CCN->3=1)n->42)C(F)(F)F)C(F)(F)F
50998,CC#N->[Cu+]12<-n3c(C)cc(C)n3[BH-](n3c(C)cc(C)n->13)n1c(C)cc(C)n->21
50999,CC(C)(C)c1ccn2[BH-]3n4ccc(C(C)(C)C)n4->[Zn+2]4(<-[O-][N+](=O)[O-]->4)(<-n12)<-n1c(C(C)(C)C)ccn13
51000,CC(=O)C(=NNc1cccn(->[Zn+2](<-[Cl-])(<-[Cl-])<-n2cccc(NN=C(C(C)=O)C(C)=O)c2)c1)C(C)=O
51003,Cc1ccccc1NC(=S)NC(=O)c1ccccc1.Cc1ccccc1NC(=S)NC(=O)c1ccccc1.[I-]->[Hg+2]<-[I-]
51004,CCCSC1=NN2->[Mo+6](<-[O-2])(<-[O-2])(<-[O-]c3cc(C)c(Cl)cc3C=2c2ccccc2)<-[N-]1c1ccccc1.CO
51005,CCCO.CCCSC1=NN2->[Mo+6](<-[O-2])(<-[O-2])(<-[O-]c3cc(C)c(Cl)cc3C=2c2ccccc2)<-[N-]1c1ccccc1
51009,COC1([C-](=O)->[Fe+2]2345(<-[C-]#[O+])(<-[C-]#[O+])<-c6c->2c->3[cH-]->4c->56)C2CCCCC21
51010,CC(C)(C)P12->[Ni]3456<-P1(C(C)(C)C)P->3(C(C)(C)C)P->4(C(C)(C)C)P->5(C(C)(C)C)P->62C(C)(C)C
51011,c1ccc(P2(CP(c3ccccc3)(c3ccccc3)->[Ru+2]<-23456(<-[S-]c2ccncc2)<-c2c->3c->4[cH-]->5c->62)c2ccccc2)cc1
51012,COCC1(C)CCCC2(C)c3ccc[c-]4->[Mn+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-O=C(CC12)c34
51013,CC(C)N[C](Nc1ccccc1)->[Re+](<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
51014,CC(C)N[C](Nc1ccccc1)->[Re+](<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(c1ccccc1)(c1ccccc1)c1ccccc1
51015,Clc1cc(Cl)c2[O-]->[Zn+2]345(<-[O-]c6c(Cl)cc(Cl)cc6C=N->3c3cccc6cccn->4c36)<-N(=Cc2c1)c1cccc2cccn->5c12
51016,COC(=O)c1ccc2C(=O)[O-]->[Re+](<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n2c1
51017,O=C(O)c1ccc2C(=O)[O-]->[Re+](<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n2c1
51019,[I-]->[Cd+2](<-[I-])(<-p1(-c2ccccc2)c2ccccc2c2ccccc21)<-p1(-c2ccccc2)c2ccccc2c2ccccc21
51020,CCCCCC(C)(OCc1ccccc1)[C-](=O)->[Fe+2]1234(<-[C-]#[O+])(<-c5c->1c->2[cH-]->3c->45)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
51021,CCCCCCSC1=NN(=Cc2ccc(C)cc2)->[Pd+2]2(<-[S-]1)<-[S-]C(=NN->2=Cc1ccc(C)cc1)SCCCCCC
51022,[O+]#[C-]->[Fe+2]1234(<-[C-]#[O+])(<-[c-]5c(F)c(F)c(F)c(F)c5F)<-c5c->1c->2[cH-]->3c->45
51023,[O+]#[C-]->[Fe+2]1234(<-[C-]#[O+])(<-[c-]5c(F)c(F)nc(F)c5F)<-c5c->1c->2[cH-]->3c->45
51024,Cc1cc(C)n2->[Fe+2]3(<-[I-])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-](=O)C(c4ccccn->34)n12
51025,CCCC[C-](=O)->[Fe+2]1(<-[I-])(<-[C-]#[O+])(<-[C-]#[O+])<-n2ccccc2Cn2c(C)cc(C)n->12
51026,[O+]#[C-]->[Cr]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(CCCCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
51027,[O+]#[C-]->[W]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(CCCCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
51028,Cc12->[Mn+]345(<-[C-]#[O+])(<-[C-]#[O+])(<-c(c->3[cH-]->41)c->52)<-n1ccccc1
51029,Clc1ccc(NC2=NN3=Cc4ccccc4OCCCOc4ccccc4C=N4N=C(Nc5ccc(Cl)cc5)[S-]->[Ni+2]<-3<-4<-[S-]2)cc1
51030,CN1N->[Pd+2](<-[Cl-])(<-[Cl-])<-n2ccccc21
51031,CP1(C)CCN->[Ir+3]<-12(<-[Cl-])(<-[Cl-])<-NCCP->2(C)C
51032,Cc1ccc2ccc3ccc(C)n4->[Pt+2]5(<-[Br-])(<-[Br-])(<-C=C->5)<-n1c2c34
51033,Cc1ccnc(N2=Cc3ccccc3[O-]->[Zn+2]<-234<-[O-]c2ccccc2C=N->3c2cc(C)ccn->42)c1
51034,Cc1cccc2N3=Cc4ccccc4[O-]->[Zn+2]<-345(<-[O-]c3ccccc3C=N->4c3cccc(C)n->53)<-n12
51035,Cc1cc(C)c(NP(C(C)C)(C(C)C)->[Mo](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])c(C)c1
51036,CC(C)[P-](c1ccccc1)->[Nb+3]12345678(<-[C-]#[O+])(<-c9c->1c->2[cH-]->3c->49)<-c1c->5c->6[cH-]->7c->81
51037,Cc1cc(C)n2->[Fe+2]3(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-](=O)C(n12)n1c(C)cc(C)n->31
51038,CC(C)c1cc(C(C)C)n2->[Fe+2]3(<-[I-])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-](=O)C(n12)n1c(C(C)C)cc(C(C)C)n->31
51040,Cc1cccs1->[Ru+2]1234(<-[C-]#[O+])(<-c5c->1c->2[cH-]->3c->45)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
51041,C1CCC([S-]->[Hg+2](<-[S-]C2CCCCC2)<-[S-]C2CCCCC2)CC1
51042,[O+]#[C-]->[Fe]123(<-[C-]#[O+])(<-[C-]#[O+])<-C4=C->1C->2=C->3(C(F)(F)F)C(O)C4O
51043,Cc12->[Rh+3]3456(<-[S-]C[S-]->3)(<-c1(C)c->4(C)[c-]->5(C)c->62C)<-P(C)(C)C
51044,O=c12->[Fe+2]345(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c(-c6ccccc6)(c->3(-c3ccccc3)[c-]->41P1(F)=NP(F)(F)=NP(F)(F)=N1)[c-]->52P1(F)=NP(F)(F)=NP(F)(F)=N1
51045,CC(C)C1=C->[Re+3]<-12345(<-[N-]=O)(<-c1c->2c->3[cH-]->4c->51)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
51046,Cc1cc(C)c2[O-]->[Co+3]345(<-[O-]c6c(C)cc(C)cc6CN->3(Cc2c1)Cc1cc(C)cc(C)c1[O-]->4)<-n1ccccc1-c1ccccn->51
51050,COc1ccc2c(c1)c(-c1ccccc1)cc1-c3ccccn3->[Au+3](<-[Cl-])(<-[Cl-])(<-[Cl-])<-n12
51051,[Cl-]->[Au+3]1(<-[Cl-])(<-[Cl-])<-n2ccccc2-c2cc(-c3ccccc3)c3cc(-c4ccccc4)ccc3n->12
51055,N->[Ni+2]12<-[O-]C(=CC(c3ccc(F)cc3)=N->1N=C([O-]->2)c1ccccc1)c1ccc(F)cc1
51056,Cc1ccn2->[Ir+3]34(<-[c-]5ccccc5-c2c1)(<-[c-]1ccccc1-c1cc(C)ccn->31)<-n1cccnc1NP->4(c1ccccc1)c1ccccc1
51057,c1ccc(P2(CCCP(c3ccccc3)(c3ccccc3)->[Cu+]<-23<-n2cccc4ccc5cccn->3c5c42)c2ccccc2)cc1
51058,[Cl-]->[Pd+2]1(<-[Cl-])<-NCc2ccccn->12
51059,O=[N+]([O-])c1ccc2[O-]->[Fe+2]345(<-[O-]c6ccc([N+](=O)[O-])cc6C=N->3CCc3ccccn->43)<-N(=Cc2c1)CCc1ccccn->51
51060,CC(C)[O-]->[Zr+4]1234(<-[O-]c5c(Cl)cc(Cl)cc5C=N->1c1cccc5cccn->2c15)(<-[O-]c1c(Cl)cc(Cl)cc1C=N->3c1cccc2cccn->4c12)<-[O-]C(C)C
51061,O=C(c1ccc(Br)cc1)[CH-]1[P+](c2ccccc2)(c2ccccc2)c2cccc[c-]2->[Pd+2]<-1(<-[Cl-])<-P(c1ccccc1)(c1ccccc1)c1ccccc1
51062,Cc1ccccc1P(c1ccccc1C)(c1ccccc1C)->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
51063,Cc1ccccc1P(c1ccccc1C)(c1ccccc1C)->[Fe](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
51064,O=C(c1ccc(F)cc1)[CH-]1[P+](c2ccccc2)(c2ccccc2)c2cccc[c-]2->[Pd+2]<-1(<-[Cl-])<-P(c1ccccc1)(c1ccccc1)c1ccccc1
51065,c1ccc2c(c1)CS1->[Ag+]345(<-S(CC1)CCS->3C2)<-S1CCS->4Cc2ccccc2CS->5CC1
51066,FC(F)(F)C1=Cc2ccccn2->[Co+3]23(<-[O-]1)(<-[O-]C(=Cc1ccccn->21)C(F)(F)F)<-[O-]C(=Cc1ccccn->31)C(F)(F)F
51068,CC1=O->[Pd+2]2(<-[CH-]3C4CC(C5C=CCC54)C13)<-n1ccccc1-c1ccccn->21
51069,Cc1cc(C)n(->[Ir+3]23(<-[F-])(<-[c-]4ccccc4-c4sc5ccccc5n->24)<-[c-]2ccccc2-c2sc4ccccc4n->32)[nH]1
51070,Cc1cc(C)n(->[Ir+3]23(<-[Cl-])(<-[c-]4ccccc4-c4sc5ccccc5n->24)<-[c-]2ccccc2-c2sc4ccccc4n->32)[nH]1
51076,CC(=N->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n2c(C)cccc2-c2cccc(C)n->12)N1CCN(c2ccncc2)CC1
51077,C[Si](C)(C)CP(c1ccccc1)(c1ccccc1)->[Fe+2]1234(<-[C-]#[O+])(<-[C-]#[O+])<-c5c->1c->2[cH-]->3c->45
51079,[Cl-]->[Pt+2]1(<-[Cl-])<-S2CCOCCS->1CC2
51080,[Cl-]->[Pt+2]1(<-[Cl-])<-P(OCC2CCCN2P->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
51081,CC(C)N1c2ccccc2N(C(C)C)[C]1->[Pd+2]1(<-[Br-])<-[C]2N(CN3C=NN(C)[C]->13)C=NN2C
51082,CC(C)(C)[CH2-]->[Os+6](<-[CH3-])(<-[CH3-])(<-[O-2])<-[CH2-]C(C)(C)C
51083,Cc1c2(C)->[Ta+5]34(<-[CH3-])(<-[CH3-])(<-c5ccc[cH-]5)<-c2(C)c->3(C)[c-]->41C
51084,CC(C)C1COC2c3cccc4C5=N(->[Os+2](<-[Cl-])(<-[Cl-])(<-N=21)(<-n34)<-P12CN3CN(CN(C3)C1)C2)C(C(C)C)CO5
51086,c1ccc(P2(CCCP(c3ccccc3)(c3ccccc3)->[RuH+]<-23456<-c2c->3c->4[cH-]->5c->62)c2ccccc2)cc1
51087,[Cl-]->[Rh+]123(<-C4=C->1CCC->2=C->3CC4)<-N1=C2CCCCCN2CCC1
51088,CC(C)c1cccc(C(C)C)c1N1CCCCN(c2c(C(C)C)cccc2C(C)C)[C]1->[Ag+]<-[Br-]
51089,CC(C)c1cccc(C(C)C)c1N1CCCCN(c2c(C(C)C)cccc2C(C)C)[C]1->[Cu+]<-[Br-]
51090,CC(C)c1cccc(C(C)C)c1N1CCCN(c2c(C(C)C)cccc2C(C)C)[C]1->[Cu+]<-[Br-]
51091,[Cl-]->[Zn+2](<-[Cl-])(<-n1ccn(-c2ccc(-c3ccccc3)cc2)c1)<-n1ccn(-c2ccc(-c3ccccc3)cc2)c1
51095,CN1c2ccccc2N[C]1->[Mn+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n2ccccc2-c2ccccn->12
51096,Cc1cn(->[Mn+]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n3ccccc3-c3ccccn->23)cn1-c1ccccc1
51097,COc1cccc2C=N3N=C([O-]->[V+5]<-34(<-[O-2])(<-O=C(N[O-]->4)c3ccccc3)<-[O-]c21)c1ccc(Cl)cc1
51098,CC(C)(C)N1C=CN2c3ccccn3->[Ru+2](<-[Cl-])(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-[C]21
51099,CC(C)(C)N1C=CN2c3ccccn3->[Ru+2](<-[Cl-])(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-[C]21
51100,CCCCN1C=CN2c3ccccn3->[Ru+2](<-[Cl-])(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-[C]12
51101,CCCCN1C=CN2Cc3ccccn3->[Ru+2](<-[Cl-])(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-[C]12
51102,CC1(C)[O-]->[Os+6](<-[CH3-])(<-[CH3-])(<-[O-2])<-[O-]C1(C)C
51103,CCC(N)CCN1=Cc2cc(Br)ccc2[O-]->[Ni+2]<-12<-[O-]c1ccc(Br)cc1C=N->2CCC(N)CC
51106,[O+]#[C-]->[Re+]1(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-n2ccccc2N(CCCn2cccc2)c2ccccn->12
51107,COc1ccccc1[N-]1C(=O)C(C(C)C)N2=Cc3ccccc3P(c3ccccc3)(c3ccccc3)->[Rh+]<-2<-1<-[C-]#[O+]
51108,CC(c1ccccc1)N1CCCN([C](Nc2ccc(C(F)(F)F)cc2)->[Pd+2](<-[Br-])(<-[Br-])<-[C]1Nc1ccc(C(F)(F)F)cc1)C(C)c1ccccc1
51110,CC(N)=S.CC(N)=S->[Zn+2](<-[I-])<-[I-]
51111,CNC(NC)=O->[Zn+2](<-[I-])(<-[I-])<-O=C(NC)NC
51112,NC(=O->[Zn+2](<-[I-])(<-[I-])<-O=C(N)c1ccccc1)c1ccccc1
51113,CC(C)(C)n1cc2P(c3ccccc3)(c3ccccc3)->[Pd+2](<-[Cl-])(<-[Cl-])<-P(c3ccccc3)(c3ccccc3)c2c1
51114,CC1c2cccc3-n4c(C)cc(C)n4->[Ni+2](<-[Cl-])(<-[Cl-])(<-N=1c1c(C(C)C)cccc1C(C)C)<-n23
51115,Cc1ccc(N2=Cc3cccc4-n5c(C)cc(C)n5->[Ru+2]<-2(<-[Cl-])(<-[Cl-])(<-n34)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
51116,CC(C)(C)P1(CC2CCCC3CP(C(C)(C)C)(C(C)(C)C)->[Pd+2]<-1(<-[O-]C(=O)C(F)(F)F)<-[CH-]23)C(C)(C)C
51119,[Cl-]->[Pt+2]12<-n3ccccc3CN->1(Cc1ccc3ccc4cccc5ccc1c3c45)Cc1ccccn->21
51120,Cc1cc2->[Y+3]3456(<-[NH-]c7c(C)cccc7C)(<-c7c->3c->4[c-]->5(C)c->67)(<-[cH-]2c1)<-O1CCCC1
51121,Nc1ccccc1C1=NN2=C(c3ccccc3)c3ccccn3->[V+5]<-2(<-[O-2])(<-[O-2])<-[O-]1
51125,CCN1CCN(CC)[C]1->[Ir+](<-[Cl-])(<-[C-]#[O+])<-[C-]#[O+]
51126,CN1C=CN2CC(=O)[N-](c3ccccc3)->[Ni+2]3(<-[C]12)<-[C]1N(C)C=CN1CC(=O)[N-]->3c1ccccc1
51127,CC1=C(C)N(c2c(C(C)C)cccc2C(C)C)[C](->[Ag+]<-[Cl-])N1c1c(C(C)C)cccc1C(C)C
51128,CC1=CC=CC2=NN(c3ccccc3)[C](->[Rh+]345(<-[Cl-])<-C6=C->3CCC->4=C->5CC6)N12
51129,[Cl-]->[Rh+]123(<-[C]4N(c5ccccc5)N=C5C=Cc6ccccc6N54)<-C4=C->1CCC->2=C->3CC4
51131,CN1CCN2CCN(C)P1(->[Re+](<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])N(C)CC2
51132,CN1CCN2CCN(C)P1(->[Hg+2](<-[Cl-])(<-[Cl-])<-P13N(C)CCN(CCN1C)CCN3C)N(C)CC2
51133,O=S1(=O->[Cd+2]23(<-O)(<-O)(<-[O-]1)<-N1=Cc4cccc(n->24)C=N->3CCOCCOCCOCC1)C(F)(F)F
51134,O=C(=O)->[Ru]12(<-[C-]#[O+])(<-n3ccccc3-c3ccccn->13)<-n1ccccc1-c1ccccn->21
51135,CN1C=CN2c3cccc4-c5cccc6N7C=CN(C)[C]7->[Ag+](<-[C]12)(<-n43)<-n56
51140,O=C1[O-]->[Ti+4]23456789(<-[O-]c%10c(Cl)cc(Cl)cc%101)(<-c1c->2c->3[cH-]->4c->51)<-c1c->6c->7[cH-]->8c->91
51141,O=C1[O-]->[Ti+4]23456789(<-[O-]c%10c1cc([N+](=O)[O-])cc%10[N+](=O)[O-])(<-c1c->2c->3[cH-]->4c->51)<-c1c->6c->7[cH-]->8c->91
51142,CP(C)(C)->[NiH+]1(<-[Se-]c2ccccc2P->1(c1ccccc1)c1ccccc1)<-P(C)(C)C
51143,CO.CSC1=NN2->[Mo+6](<-[O-2])(<-[O-2])(<-[O-]c3ccccc3C=2)<-[S-]1
51144,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-NC(Cc8ccccc8)C(N)=O->3)<-c(c->41)c->5(C)c->6c->72
51145,NC1=O->[Ru+2]23456(<-[Cl-])(<-c7c->2c->3c->42c->5(c->67)CCC2)<-N2CCCC12
51146,CC(C)c12->[Ru+2]34567(<-[I-])(<-O=C(N)C8CCCN->38)<-c(c->41)c->5(C)c->6c->72
51148,CC1c2ccccn2->[Re+](<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N=1NC(=O)c1ccccc1O
51149,CC1c2ccccn2->[Re+](<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N=1NC(=O)c1ccccc1O
51150,C1C[O-]->[Mo+6]23(<-[O-]1)(<-[O-]CC[O-]->2)<-[O-]CC[O-]->3
51156,CC(=O)[O-]->[Mn+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-n1[nH]c(C)cc1C)<-n1[nH]c(C)cc1C
51157,CP1(C)CCCP(C)(C)->[Fe+2]<-12(<-[Cl-])(<-[Cl-])<-P(C)(C)CCCP->2(C)C
51158,CC(=O)[O-]->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-n1[nH]c(C)cc1C)<-n1[nH]c(C)cc1C
51159,CC(C)(C)c1ccn2[BH-]3n4ccc(C(C)(C)C)n4->[Zn+2](<-[C-]#N)(<-n12)<-n1c(C(C)(C)C)ccn13
51160,CC(c1ccc(Cl)cc1)=N1CCN(=C(C)c2ccc(Cl)cc2)->[Cu+]<-12<-N(CCN->2=C(C)c1ccc(Cl)cc1)=C(C)c1ccc(Cl)cc1
51161,CN12->[Zn+2]3(<-O)(<-[O-]C(=O)c4ccccc4)(<-[O-]C(=O)c4ccccc4)<-N(C)(CC1)CCN->3(C)CC2
51162,Cc1ccc2[S-]->[FeH+](<-P(C)(C)C)(<-P(C)(C)C)(<-P(C)(C)C)<-P(c3ccccc3)(c3ccccc3)c2c1
51163,CCCN=Cc1ccn(->[Ru+2]23456(<-[Cl-])(<-[Cl-])<-c7c->2c->3(C(C)C)c->4c->5c->67C)cc1
51164,CC#N->[Mo](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
51165,Cc1cc(C)n2->[Rh+3]3(<-[Cl-])(<-[CH2-]Cl)(<-n4c(C)cc(C)n4[BH-](n12)n1c(C)cc(C)n->31)<-P(C)(C)C
51166,C=[CH-]->[Rh+3]12(<-[Cl-])(<-n3c(C)cc(C)n3[BH-](n3c(C)cc(C)n->13)n1c(C)cc(C)n->21)<-P(C)(C)C
51167,Cc1cc(C)n2->[Rh+3]3(<-[Cl-])(<-[CH2-]CCCCl)(<-n4c(C)cc(C)n4[BH-](n12)n1c(C)cc(C)n->31)<-P(C)(C)C
51168,CCOC(=O)C12->[Fe]3(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-O4C15CCCCCCC4(c1ccccc15)C->3=2C(=O)OCC
51169,ClC1[CH2-]->[Au+3](<-[Cl-])(<-n2ccccc21)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
51171,CP(C)(C)->[CoH+2]1(<-[Cl-])(<-[c-]2ccccc2C=N->1c1cccc2ccccc12)<-P(C)(C)C
51172,CP(C)(C)->[CoH+2]12(<-[c-]3ccccc3C=N->1c1cccc3ccc[c-]->2c13)<-P(C)(C)C
51173,CCCN=Cc1ccccn1.[CH3-]->[Re+7](<-[O-2])(<-[O-2])<-[O-2]
51174,C(=Nc1ccccc1)c1ccccn1.[CH3-]->[Re+7](<-[O-2])(<-[O-2])<-[O-2]
51175,COC1OC2COC(c3ccccc3)OC2C2N->[Rh+3]3456(<-[Cl-])(<-NC12)<-c1(C)c->3(C)c->4(C)[c-]->5(C)c->61C
51176,COC1OC2COC(c3ccccc3)OC2C2N->[Rh+3]3456(<-[Cl-])(<-NC12)<-c1(C)c->3(C)c->4(C)[c-]->5(C)c->61C
51177,CC(C)P1(Oc2cccc3OP(C(C)C)(C(C)C)->[Fe+2]<-1(<-[Br-])(<-[Br-])(<-[C-]#[O+])<-n23)C(C)C
51178,CC(C)P1(Oc2cccc3OP(C(C)C)(C(C)C)->[FeH+]<-1(<-[Br-])(<-[C-]#[O+])<-n23)C(C)C
51179,COc1cccc2Oc3cccc(OC)c3P(c3ccccc3)(c3ccccc3)->[Ni](<-[C-]#[O+])(<-[C-]#[O+])<-P(c3ccccc3)(c3ccccc3)c12
51181,FC1(F)C[CH2-]->[Ni+2](<-[C-]1(F)F)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
51183,CCCCc1ccc2ccc3ccc(CCCC)n4->[Au+3](<-[Cl-])(<-[Cl-])(<-[Cl-])<-n1c2c34
